cluster,cluster_name,word,frequency,where
5,Loss of a Loved One,daughter has cancer,1,Situation
5,Loss of a Loved One,daughter in hospital,1,Situation
5,Loss of a Loved One,daughter in law,1,Situation
5,Loss of a Loved One,daughter left college,1,Situation
5,Loss of a Loved One,daughter lost competition,1,Situation
5,Loss of a Loved One,daughter moved out,1,Situation
5,Loss of a Loved One,daughter moving out,1,Association
5,Loss of a Loved One,daughter's severe injury,1,Situation
5,Loss of a Loved One,david died,1,Situation
5,Loss of a Loved One,dead loved ones,1,Association
5,Loss of a Loved One,dead or dying,1,Association
5,Loss of a Loved One,dead plant,1,Situation
5,Loss of a Loved One,dead uncle,1,Situation
5,Loss of a Loved One,death (loss of life),1,Association
5,Loss of a Loved One,death and bereavement,1,Association
5,Loss of a Loved One,death and dying,1,Association
5,Loss of a Loved One,death of a family member,1,Association
5,Loss of a Loved One,death of a family members,1,Association
5,Loss of a Loved One,death of a lived one,1,Association
5,Loss of a Loved One,death of a love one,1,Association
5,Loss of a Loved One,death of a person,1,Association
5,Loss of a Loved One,death of children,1,Association
5,Loss of a Loved One,death of dog,1,Situation
5,Loss of a Loved One,death of family member,1,Association
5,Loss of a Loved One,death of family.,1,Association
5,Loss of a Loved One,death of friends,1,Association
5,Loss of a Loved One,death of grandma,1,Situation
5,Loss of a Loved One,death of grandmother,1,Situation
5,Loss of a Loved One,"death of immediate family members, friends and relatives.",1,Association
5,Loss of a Loved One,death of loved,1,Situation
5,Loss of a Loved One,death of loved one or acquaintance,1,Association
5,Loss of a Loved One,death of loved one.,1,Association
5,Loss of a Loved One,death of loved ones,1,Association
5,Loss of a Loved One,death of mother,1,Situation
5,Loss of a Loved One,death of nephew,1,Situation
5,Loss of a Loved One,death of person,1,Association
5,Loss of a Loved One,death of pet.,1,Association
5,Loss of a Loved One,death of pets,1,Association
5,Loss of a Loved One,death of roommate,1,Situation
5,Loss of a Loved One,death of sibling,1,Situation
5,Loss of a Loved One,death of sibling.,1,Situation
5,Loss of a Loved One,death of someone close,1,Association
5,Loss of a Loved One,death of someone or something,1,Association
5,Loss of a Loved One,"death,",1,Association
5,Loss of a Loved One,"death, debt, sickness, relationships, destruction",1,Association
5,Loss of a Loved One,"death, job, items",1,Association
5,Loss of a Loved One,death.,1,Association
5,Loss of a Loved One,deaths in family,1,Association
5,Loss of a Loved One,deaths of friends,1,Situation
5,Loss of a Loved One,deaths of people,1,Situation
5,Loss of a Loved One,deceased,1,Association
5,Loss of a Loved One,deceased loved ones,1,Association
5,Loss of a Loved One,deep inside myself,1,Association
5,Loss of a Loved One,demise of friend,1,Association
5,Loss of a Loved One,democracy,1,Association
5,Loss of a Loved One,democrat/nazi party,1,Association
5,Loss of a Loved One,democrats,1,Association
5,Loss of a Loved One,deportation of relative,1,Situation
5,Loss of a Loved One,deteriorating relationships,1,Association
5,Loss of a Loved One,diagnosed with cancer,1,Situation
5,Loss of a Loved One,die,1,Association
5,Loss of a Loved One,difficult breakup,1,Situation
5,Loss of a Loved One,disagreement with neighbor,1,Situation
5,Loss of a Loved One,disagreement with sister,1,Situation
5,Loss of a Loved One,disparity,1,Association
5,Loss of a Loved One,distance from family,1,Situation
5,Loss of a Loved One,distance of friends,1,Association
5,Loss of a Loved One,distancing from siblings,1,Situation
5,Loss of a Loved One,distant,1,Association
5,Loss of a Loved One,distant cousin,1,Situation
5,Loss of a Loved One,distant family death,1,Situation
5,Loss of a Loved One,distant family member,1,Situation
5,Loss of a Loved One,distant relative,1,Situation
5,Loss of a Loved One,distant relative died,1,Situation
5,Loss of a Loved One,divergence,1,Association
5,Loss of a Loved One,divorce end of a relationship,1,Association
5,Loss of a Loved One,divorce or breakup,1,Association
5,Loss of a Loved One,divorce or separation,1,Situation
5,Loss of a Loved One,divorced,1,Situation
5,Loss of a Loved One,divorced from husband,1,Situation
5,Loss of a Loved One,dog 1,1,Situation
5,Loss of a Loved One,dog 2,1,Situation
5,Loss of a Loved One,dog bitten died,1,Situation
5,Loss of a Loved One,dog death,1,Situation
5,Loss of a Loved One,dog dies again,1,Situation
5,Loss of a Loved One,dog has cancer,1,Situation
5,Loss of a Loved One,dog injured,1,Situation
5,Loss of a Loved One,dog lost sight,1,Situation
5,Loss of a Loved One,dog needs surgery,1,Situation
5,Loss of a Loved One,dog or cat,1,Association
5,Loss of a Loved One,dog passed,1,Situation
5,Loss of a Loved One,dog passing away,1,Situation
5,Loss of a Loved One,double family loss,1,Situation
5,Loss of a Loved One,drama,1,Association
5,Loss of a Loved One,dress,1,Situation
5,Loss of a Loved One,dumped by friend,1,Situation
5,Loss of a Loved One,dwelling,1,Association
5,Loss of a Loved One,dying grandmother,1,Situation
5,Loss of a Loved One,dying loved ones,1,Association
5,Loss of a Loved One,earrings,1,Situation
5,Loss of a Loved One,elderly relative loss,1,Situation
5,Loss of a Loved One,end of a relationship,1,Association
5,Loss of a Loved One,end of friendships,1,Association
5,Loss of a Loved One,end of marriage,1,Situation
5,Loss of a Loved One,end of partnership,1,Situation
5,Loss of a Loved One,end the friendship,1,Situation
5,Loss of a Loved One,ended bad marriage,1,Situation
5,Loss of a Loved One,ended friendships,1,Association
5,Loss of a Loved One,ended relationships,1,Association
5,Loss of a Loved One,ending a relationship,1,Situation
5,Loss of a Loved One,ending a relationship.,1,Association
5,Loss of a Loved One,ending relationship,1,Situation
5,Loss of a Loved One,engagement ended suddenly,1,Situation
5,Loss of a Loved One,engaging in conversations,1,Situation
5,Loss of a Loved One,er,1,Situation
5,Loss of a Loved One,erosion of friendships/relationships,1,Association
5,Loss of a Loved One,establishment,1,Association
5,Loss of a Loved One,estranged relationship loss,1,Situation
5,Loss of a Loved One,estrangement,1,Association
5,Loss of a Loved One,estrangement from son.,1,Situation
5,Loss of a Loved One,eva,1,Association
5,Loss of a Loved One,ex family relationships,1,Association
5,Loss of a Loved One,ex husband died,1,Situation
5,Loss of a Loved One,ex-husband died,1,Situation
5,Loss of a Loved One,ex's brother died,1,Situation
5,Loss of a Loved One,experiencing a death,1,Association
5,Loss of a Loved One,expo-expert,1,Association
5,Loss of a Loved One,extended family,1,Situation
5,Loss of a Loved One,face,1,Association
5,Loss of a Loved One,failed family relationships,1,Situation
5,Loss of a Loved One,failed relationship,1,Association
5,Loss of a Loved One,failed relationships,1,Association
5,Loss of a Loved One,failed relationships.,1,Association
5,Loss of a Loved One,failed suicide attempts(5 in the same month),1,Situation
5,Loss of a Loved One,falling out with a friend,1,Association
5,Loss of a Loved One,familial,1,Association
5,Loss of a Loved One,family (brother passed),1,Situation
5,Loss of a Loved One,family argument loss,1,Situation
5,Loss of a Loved One,family b,1,Situation
5,Loss of a Loved One,family connections,1,Situation
5,Loss of a Loved One,family died,1,Situation
5,Loss of a Loved One,family disagreement,1,Situation
5,Loss of a Loved One,family emergency,1,Situation
5,Loss of a Loved One,family losing a loved one,1,Association
5,Loss of a Loved One,family member deaths,1,Situation
5,Loss of a Loved One,family member dying,1,Association
5,Loss of a Loved One,family member health,1,Situation
5,Loss of a Loved One,family member passing,1,Situation
5,Loss of a Loved One,family member sickness,1,Situation
5,Loss of a Loved One,family member withdraws,1,Situation
5,Loss of a Loved One,family members died,1,Situation
5,Loss of a Loved One,family members leave,1,Situation
5,Loss of a Loved One,family members or friends,1,Association
5,Loss of a Loved One,"family members,",1,Association
5,Loss of a Loved One,family of choice,1,Situation
5,Loss of a Loved One,family ostracized,1,Situation
5,Loss of a Loved One,family pet,1,Situation
5,Loss of a Loved One,family relationship,1,Situation
5,Loss of a Loved One,family relationship gone,1,Association
5,Loss of a Loved One,family relationship loss,1,Situation
5,Loss of a Loved One,family relationship strain,1,Situation
5,Loss of a Loved One,family stuff,1,Situation
5,Loss of a Loved One,family tragedy,1,Situation
5,Loss of a Loved One,family visitation loss,1,Situation
5,Loss of a Loved One,"family,",1,Association
5,Loss of a Loved One,far relative,1,Situation
5,Loss of a Loved One,fatalities,1,Association
5,Loss of a Loved One,fatality,1,Association
5,Loss of a Loved One,father death,1,Situation
5,Loss of a Loved One,father in law,1,Situation
5,Loss of a Loved One,father passed away.,1,Situation
5,Loss of a Loved One,fathers love,1,Situation
5,Loss of a Loved One,favorite pen,1,Situation
5,Loss of a Loved One,fewer friends,1,Association
5,Loss of a Loved One,fight with girlfriend,1,Situation
5,Loss of a Loved One,fighting,1,Association
5,Loss of a Loved One,fighting with family,1,Association
5,Loss of a Loved One,finley,1,Situation
5,Loss of a Loved One,fish,1,Situation
5,Loss of a Loved One,fish died,1,Situation
5,Loss of a Loved One,flu,1,Situation
5,Loss of a Loved One,former co-worker death,1,Situation
5,Loss of a Loved One,former self,1,Association
5,Loss of a Loved One,found dead animal,1,Situation
5,Loss of a Loved One,free,1,Association
5,Loss of a Loved One,friend becoming pregnant,1,Situation
5,Loss of a Loved One,friend drifted away,1,Situation
5,Loss of a Loved One,friend dying slowly,1,Situation
5,Loss of a Loved One,friend ends friendship,1,Association
5,Loss of a Loved One,friend g,1,Situation
5,Loss of a Loved One,friend going away,1,Association
5,Loss of a Loved One,friend hospitalized,1,Situation
5,Loss of a Loved One,friend in icu,1,Situation
5,Loss of a Loved One,friend in prison,1,Situation
5,Loss of a Loved One,friend is sick,1,Situation
5,Loss of a Loved One,friend leaving job,1,Situation
5,Loss of a Loved One,friend life,1,Situation
5,Loss of a Loved One,friend loses baby,1,Situation
5,Loss of a Loved One,friend loses father,1,Situation
5,Loss of a Loved One,friend loses grandmother,1,Situation
5,Loss of a Loved One,friend loss,1,Situation
5,Loss of a Loved One,friend lost health,1,Situation
5,Loss of a Loved One,friend lost job,1,Situation
5,Loss of a Loved One,friend lost mother,1,Situation
5,Loss of a Loved One,friend lost property,1,Situation
5,Loss of a Loved One,friend moved away or died,1,Association
5,Loss of a Loved One,friend moved.,1,Situation
5,Loss of a Loved One,friend moving,1,Situation
5,Loss of a Loved One,friend not healthy,1,Situation
5,Loss of a Loved One,friend of friends,1,Situation
5,Loss of a Loved One,friend overdose death,1,Situation
5,Loss of a Loved One,friend passing away,1,Situation
5,Loss of a Loved One,friend recently died,1,Situation
5,Loss of a Loved One,friend relationships,1,Situation
5,Loss of a Loved One,friend stabbed,1,Situation
5,Loss of a Loved One,friend stole money,1,Situation
5,Loss of a Loved One,friend who died,1,Situation
5,Loss of a Loved One,friend with cancer,1,Situation
5,Loss of a Loved One,"friend,",1,Association
5,Loss of a Loved One,"friend, relative, or pet died",1,Association
5,Loss of a Loved One,friend's brother death,1,Situation
5,Loss of a Loved One,friend's cancer,1,Situation
5,Loss of a Loved One,friend's child died,1,Situation
5,Loss of a Loved One,friend's divorce,1,Situation
5,Loss of a Loved One,friend's dog died,1,Situation
5,Loss of a Loved One,friend's fatal overdose,1,Situation
5,Loss of a Loved One,friend's father,1,Situation
5,Loss of a Loved One,friend's father passed,1,Situation
5,Loss of a Loved One,friend's group death,1,Situation
5,Loss of a Loved One,friend's life loss,1,Situation
5,Loss of a Loved One,friend's miscarriage,1,Situation
5,Loss of a Loved One,friend's mom died,1,Situation
5,Loss of a Loved One,friend's mother died,1,Situation
5,Loss of a Loved One,friend's personal struggles,1,Situation
5,Loss of a Loved One,friend's relative,1,Situation
5,Loss of a Loved One,friend's son died,1,Situation
5,Loss of a Loved One,friend's son divorcing,1,Situation
5,Loss of a Loved One,friend's son murdered,1,Situation
5,Loss of a Loved One,friend's suicidal attempt,1,Situation
5,Loss of a Loved One,friend's suicidal death,1,Situation
5,Loss of a Loved One,friend's terminal illness,1,Situation
5,Loss of a Loved One,friend's untimely death,1,Situation
5,Loss of a Loved One,friend's wife died,1,Situation
5,Loss of a Loved One,friends (due to the move),1,Situation
5,Loss of a Loved One,friends & family,1,Association
5,Loss of a Loved One,friends drift apart,1,Association
5,Loss of a Loved One,friends fathers death,1,Situation
5,Loss of a Loved One,friends growing distant,1,Association
5,Loss of a Loved One,friends moved away,1,Situation
5,Loss of a Loved One,friends moving,1,Situation
5,Loss of a Loved One,friends or family moving away,1,Association
5,Loss of a Loved One,friends or family who pass away,1,Association
5,Loss of a Loved One,friends that became distant,1,Association
5,Loss of a Loved One,friendship breakdown,1,Situation
5,Loss of a Loved One,friendship death loss,1,Situation
5,Loss of a Loved One,friendship drift apart,1,Situation
5,Loss of a Loved One,friendship end,1,Situation
5,Loss of a Loved One,friendship ends,1,Association
5,Loss of a Loved One,friendship falling apart,1,Situation
5,Loss of a Loved One,friendship lost,1,Situation
5,Loss of a Loved One,friendship that ended,1,Situation
5,Loss of a Loved One,friendships going astray,1,Association
5,Loss of a Loved One,funeral in rain,1,Situation
5,Loss of a Loved One,funerals,1,Association
5,Loss of a Loved One,g,1,Situation
5,Loss of a Loved One,gag,1,Association
5,Loss of a Loved One,game character dies,1,Situation
5,Loss of a Loved One,garden,1,Situation
5,Loss of a Loved One,garth died,1,Situation
5,Loss of a Loved One,germany,1,Situation
5,Loss of a Loved One,getting a divorce,1,Association
5,Loss of a Loved One,ghost,1,Association
5,Loss of a Loved One,ghosted by friend,1,Situation
5,Loss of a Loved One,gig,1,Situation
5,Loss of a Loved One,girlfriend,1,Situation
5,Loss of a Loved One,girlfriend left me,1,Situation
5,Loss of a Loved One,girlfriend lost mother,1,Situation
5,Loss of a Loved One,glass,1,Situation
5,Loss of a Loved One,goat loss,1,Situation
5,Loss of a Loved One,god,1,Association
5,Loss of a Loved One,godmother,1,Situation
5,Loss of a Loved One,gold chain,1,Situation
5,Loss of a Loved One,good co-worker,1,Situation
5,Loss of a Loved One,good friend died,1,Situation
5,Loss of a Loved One,good relationship,1,Situation
5,Loss of a Loved One,got dumped,1,Situation
5,Loss of a Loved One,got new apartment,1,Situation
5,Loss of a Loved One,grace,1,Association
5,Loss of a Loved One,grand aunt,1,Situation
5,Loss of a Loved One,grandchildren,1,Situation
5,Loss of a Loved One,grandfather died,1,Situation
5,Loss of a Loved One,grandfather passing,1,Situation
5,Loss of a Loved One,grandma death,1,Situation
5,Loss of a Loved One,grandma passed away,1,Situation
5,Loss of a Loved One,grandmas,1,Association
5,Loss of a Loved One,grandmother has cancer,1,Situation
5,Loss of a Loved One,grandmother's dog,1,Situation
5,Loss of a Loved One,grandmother's passing,1,Situation
5,Loss of a Loved One,grandpa died,1,Situation
5,Loss of a Loved One,grandpa passed away,1,Situation
5,Loss of a Loved One,grandpa passing away,1,Situation
5,Loss of a Loved One,grandparent death,1,Situation
5,Loss of a Loved One,grandparent's death,1,Situation
5,Loss of a Loved One,grandparent's passing,1,Situation
5,Loss of a Loved One,grandson,1,Situation
5,Loss of a Loved One,grandson's death,1,Situation
5,Loss of a Loved One,grandson's mental health,1,Situation
5,Loss of a Loved One,great grandmother,1,Situation
5,Loss of a Loved One,great-grandmother passed,1,Situation
5,Loss of a Loved One,grieving a family member,1,Association
5,Loss of a Loved One,had an argument with my best friend,1,Association
5,Loss of a Loved One,hair comb,1,Situation
5,Loss of a Loved One,half brother died,1,Situation
5,Loss of a Loved One,hard drive,1,Situation
5,Loss of a Loved One,harris,1,Association
5,Loss of a Loved One,harris's election,1,Association
5,Loss of a Loved One,having a loved one pass away,1,Association
5,Loss of a Loved One,health of brother,1,Situation
5,Loss of a Loved One,hearing of death,1,Situation
5,Loss of a Loved One,heaven,1,Association
5,Loss of a Loved One,him,1,Situation
5,Loss of a Loved One,home sale,1,Situation
5,Loss of a Loved One,homeland,1,Situation
5,Loss of a Loved One,homes,1,Association
5,Loss of a Loved One,hospital,1,Association
5,Loss of a Loved One,housing security,1,Situation
5,Loss of a Loved One,human,1,Association
5,Loss of a Loved One,human lives,1,Association
5,Loss of a Loved One,husband died suddenly,1,Situation
5,Loss of a Loved One,husband leaving,1,Situation
5,Loss of a Loved One,husband left,1,Situation
5,Loss of a Loved One,husband left me,1,Situation
5,Loss of a Loved One,husband's cancer returned,1,Situation
5,Loss of a Loved One,husband's divorce death,1,Situation
5,Loss of a Loved One,husband's health,1,Situation
5,Loss of a Loved One,husband's health loss,1,Situation
5,Loss of a Loved One,husband's illness,1,Situation
5,Loss of a Loved One,husband's job,1,Situation
5,Loss of a Loved One,husband's near death,1,Situation
5,Loss of a Loved One,husband's untimely death,1,Situation
5,Loss of a Loved One,husbands surgery,1,Situation
5,Loss of a Loved One,i am losing my cat,1,Association
5,Loss of a Loved One,i had in mind life losses,1,Association
5,Loss of a Loved One,i lost my chicken due to old age,1,Association
5,Loss of a Loved One,i think about losing relationships,1,Association
5,Loss of a Loved One,i' the best,1,Association
5,Loss of a Loved One,i'm dope,1,Association
5,Loss of a Loved One,i'm idiot,1,Association
5,Loss of a Loved One,idol passed away,1,Situation
5,Loss of a Loved One,if someone dies,1,Association
5,Loss of a Loved One,ill newborn grandson,1,Situation
5,Loss of a Loved One,imhotep,1,Situation
5,Loss of a Loved One,important work relationship,1,Situation
5,Loss of a Loved One,in-law,1,Situation
5,Loss of a Loved One,in-laws went nc,1,Situation
5,Loss of a Loved One,inadequate attire,1,Situation
5,Loss of a Loved One,industrial association,1,Association
5,Loss of a Loved One,interaction,1,Situation
5,Loss of a Loved One,internet,1,Situation
5,Loss of a Loved One,internet connection,1,Situation
5,Loss of a Loved One,interpersonal relationship,1,Situation
5,Loss of a Loved One,ip position,1,Situation
5,Loss of a Loved One,ipad,1,Situation
5,Loss of a Loved One,iphone,1,Situation
5,Loss of a Loved One,irreplaceable items,1,Association
5,Loss of a Loved One,it was difficult to lose my friendship with a close friend who has moved away to a different country,1,Association
5,Loss of a Loved One,it’s life.,1,Association
5,Loss of a Loved One,item,1,Situation
5,Loss of a Loved One,items gone,1,Association
5,Loss of a Loved One,items no longer in possession,1,Association
5,Loss of a Loved One,j cat passing,1,Situation
5,Loss of a Loved One,jackie,1,Situation
5,Loss of a Loved One,james,1,Situation
5,Loss of a Loved One,jewellery,1,Situation
5,Loss of a Loved One,jewry,1,Situation
5,Loss of a Loved One,jon,1,Situation
5,Loss of a Loved One,kid toy,1,Situation
5,Loss of a Loved One,killed soldiers,1,Association
5,Loss of a Loved One,kitten,1,Situation
5,Loss of a Loved One,kitten died,1,Situation
5,Loss of a Loved One,kitten died prematurely,1,Situation
5,Loss of a Loved One,kitten's tragic demise,1,Situation
5,Loss of a Loved One,koi fish died,1,Situation
5,Loss of a Loved One,land purchase,1,Situation
5,Loss of a Loved One,laptop,1,Situation
5,Loss of a Loved One,last my memory,1,Situation
5,Loss of a Loved One,last residence,1,Situation
5,Loss of a Loved One,left a relationship,1,Situation
5,Loss of a Loved One,left behind items,1,Situation
5,Loss of a Loved One,left loved ones,1,Situation
5,Loss of a Loved One,liberals,1,Association
5,Loss of a Loved One,life (death),1,Association
5,Loss of a Loved One,life loss,1,Association
5,Loss of a Loved One,life loss (ducks),1,Situation
5,Loss of a Loved One,life-long friendship,1,Situation
5,Loss of a Loved One,"life, cycle, death",1,Association
5,Loss of a Loved One,litter,1,Association
5,Loss of a Loved One,live,1,Association
5,Loss of a Loved One,living arrangements,1,Association
5,Loss of a Loved One,long-term breakup,1,Situation
5,Loss of a Loved One,long-term friendship ended,1,Situation
5,Loss of a Loved One,long-time friend,1,Situation
5,Loss of a Loved One,longtime female coworker,1,Situation
5,Loss of a Loved One,longtime friend passed,1,Situation
5,Loss of a Loved One,longtime male friend,1,Situation
5,Loss of a Loved One,longtime team member,1,Situation
5,Loss of a Loved One,loosing a friend,1,Situation
5,Loss of a Loved One,loosing a friendship,1,Situation
5,Loss of a Loved One,lose distant relative,1,Situation
5,Loss of a Loved One,lose friendship,1,Association
5,Loss of a Loved One,lose partner,1,Association
5,Loss of a Loved One,losing a battle with cancer,1,Association
5,Loss of a Loved One,losing a child,1,Association
5,Loss of a Loved One,losing a family member,1,Association
5,Loss of a Loved One,losing a family member or friend,1,Association
5,Loss of a Loved One,losing a friend or a mate,1,Association
5,Loss of a Loved One,losing a friend.,1,Association
5,Loss of a Loved One,losing a girl friend,1,Association
5,Loss of a Loved One,losing a girlfriend,1,Situation
5,Loss of a Loved One,losing a grandpa,1,Situation
5,Loss of a Loved One,losing a grandparent,1,Situation
5,Loss of a Loved One,losing a life,1,Association
5,Loss of a Loved One,losing a love one,1,Association
5,Loss of a Loved One,losing a loved one to death,1,Association
5,Loss of a Loved One,losing a loved one when they die,1,Association
5,Loss of a Loved One,losing a mentor,1,Situation
5,Loss of a Loved One,losing a neighbor,1,Situation
5,Loss of a Loved One,losing a parent.,1,Association
5,Loss of a Loved One,losing a partner,1,Situation
5,Loss of a Loved One,losing a person,1,Association
5,Loss of a Loved One,losing a person close to you,1,Association
5,Loss of a Loved One,losing a pet when they die,1,Association
5,Loss of a Loved One,losing a relative,1,Situation
5,Loss of a Loved One,losing a wife,1,Association
5,Loss of a Loved One,losing another relationship,1,Situation
5,Loss of a Loved One,losing at relationships,1,Association
5,Loss of a Loved One,losing aunt,1,Situation
5,Loss of a Loved One,losing beloved pets,1,Situation
5,Loss of a Loved One,losing both parents,1,Association
5,Loss of a Loved One,losing close friends,1,Situation
5,Loss of a Loved One,losing close one,1,Situation
5,Loss of a Loved One,losing dog,1,Situation
5,Loss of a Loved One,losing family,1,Situation
5,Loss of a Loved One,losing family members,1,Association
5,Loss of a Loved One,losing friend,1,Situation
5,Loss of a Loved One,losing friend 1,1,Situation
5,Loss of a Loved One,losing friendships,1,Situation
5,Loss of a Loved One,losing life partner,1,Situation
5,Loss of a Loved One,losing loved one,1,Situation
5,Loss of a Loved One,losing my cousin,1,Association
5,Loss of a Loved One,losing my coworker,1,Situation
5,Loss of a Loved One,losing my ex-girlfriend,1,Situation
5,Loss of a Loved One,losing my family,1,Situation
5,Loss of a Loved One,losing my friend,1,Situation
5,Loss of a Loved One,losing my friends.,1,Situation
5,Loss of a Loved One,losing my grandma,1,Situation
5,Loss of a Loved One,losing my husband,1,Association
5,Loss of a Loved One,losing my kids,1,Situation
5,Loss of a Loved One,losing my kitten,1,Situation
5,Loss of a Loved One,losing my relationship,1,Situation
5,Loss of a Loved One,losing my sister to breast cancer,1,Association
5,Loss of a Loved One,losing my sister-in-law,1,Situation
5,Loss of a Loved One,losing parent,1,Situation
5,Loss of a Loved One,losing people,1,Association
5,Loss of a Loved One,losing pets,1,Association
5,Loss of a Loved One,losing relationship,1,Association
5,Loss of a Loved One,losing relationships,1,Association
5,Loss of a Loved One,losing relationships with other people.,1,Association
5,Loss of a Loved One,losing somebody,1,Association
5,Loss of a Loved One,losing someone close,1,Association
5,Loss of a Loved One,losing someone important,1,Association
5,Loss of a Loved One,losing to girlfriend,1,Situation
5,Loss of a Loved One,losing your family members,1,Association
5,Loss of a Loved One,losing your friendships,1,Association
5,Loss of a Loved One,loss a friend,1,Situation
5,Loss of a Loved One,loss a girlfriend,1,Situation
5,Loss of a Loved One,loss is a death,1,Association
5,Loss of a Loved One,loss my aunt,1,Situation
5,Loss of a Loved One,loss my brother,1,Situation
5,Loss of a Loved One,loss my girlfriend,1,Situation
5,Loss of a Loved One,loss of a close person,1,Association
5,Loss of a Loved One,loss of a dog or other pet,1,Association
5,Loss of a Loved One,loss of a life,1,Association
5,Loss of a Loved One,loss of a loved one.,1,Association
5,Loss of a Loved One,loss of a lover.,1,Association
5,Loss of a Loved One,loss of a relative,1,Association
5,Loss of a Loved One,loss of cat,1,Situation
5,Loss of a Loved One,loss of cousin,1,Situation
5,Loss of a Loved One,loss of coworker,1,Situation
5,Loss of a Loved One,loss of dad,1,Situation
5,Loss of a Loved One,loss of dog,1,Situation
5,Loss of a Loved One,loss of family/friends,1,Association
5,Loss of a Loved One,loss of father,1,Situation
5,Loss of a Loved One,loss of friendship (2),1,Situation
5,Loss of a Loved One,loss of grandchild,1,Situation
5,Loss of a Loved One,loss of grandfather,1,Situation
5,Loss of a Loved One,loss of grandpa,1,Situation
5,Loss of a Loved One,loss of grandparent,1,Situation
5,Loss of a Loved One,loss of in-law,1,Situation
5,Loss of a Loved One,loss of life.,1,Association
5,Loss of a Loved One,loss of loved ones,1,Association
5,Loss of a Loved One,loss of marriages,1,Situation
5,Loss of a Loved One,loss of matriarch,1,Situation
5,Loss of a Loved One,loss of mother,1,Situation
5,Loss of a Loved One,loss of neighbor,1,Situation
5,Loss of a Loved One,loss of parent,1,Situation
5,Loss of a Loved One,loss of pets,1,Situation
5,Loss of a Loved One,loss of relationships,1,Situation
5,Loss of a Loved One,loss of relative,1,Situation
5,Loss of a Loved One,loss of romance,1,Situation
5,Loss of a Loved One,loss of sibling,1,Situation
5,Loss of a Loved One,loss of uncle,1,Situation
5,Loss of a Loved One,loss someone close,1,Situation
5,Loss of a Loved One,losses from death,1,Association
5,Loss of a Loved One,losses to death,1,Association
5,Loss of a Loved One,lost a boyfriend,1,Situation
5,Loss of a Loved One,lost a calf,1,Situation
5,Loss of a Loved One,lost a cat,1,Situation
5,Loss of a Loved One,lost a coworker,1,Situation
5,Loss of a Loved One,lost a coworker (he left work/ he did not die),1,Situation
5,Loss of a Loved One,lost a friend.,1,Situation
5,Loss of a Loved One,lost a girlfriend.,1,Situation
5,Loss of a Loved One,lost a grandchild,1,Situation
5,Loss of a Loved One,lost a grandparent,1,Situation
5,Loss of a Loved One,lost a guardian,1,Situation
5,Loss of a Loved One,lost a lover,1,Situation
5,Loss of a Loved One,lost a matriarch,1,Situation
5,Loss of a Loved One,lost a mentor,1,Situation
5,Loss of a Loved One,lost a parent,1,Situation
5,Loss of a Loved One,lost a person,1,Association
5,Loss of a Loved One,lost a sister,1,Situation
5,Loss of a Loved One,lost a son,1,Situation
5,Loss of a Loved One,lost abusive husband,1,Situation
5,Loss of a Loved One,lost acquaintance (politics),1,Situation
5,Loss of a Loved One,lost an acquaintance,1,Situation
5,Loss of a Loved One,lost another pet,1,Situation
5,Loss of a Loved One,lost aunt,1,Situation
5,Loss of a Loved One,lost aunt cancer,1,Situation
5,Loss of a Loved One,lost baby rabbit,1,Situation
5,Loss of a Loved One,lost biological father,1,Situation
5,Loss of a Loved One,lost boyfriend,1,Situation
5,Loss of a Loved One,lost boyfriend cancer,1,Situation
5,Loss of a Loved One,lost brother in-law,1,Situation
5,Loss of a Loved One,lost brother relationship,1,Situation
5,Loss of a Loved One,lost childhood friend,1,Situation
5,Loss of a Loved One,lost childhood friends,1,Situation
5,Loss of a Loved One,lost close companion,1,Situation
5,Loss of a Loved One,lost close relationship,1,Situation
5,Loss of a Loved One,lost coat,1,Situation
5,Loss of a Loved One,lost coworker,1,Situation
5,Loss of a Loved One,lost coworker friend,1,Situation
5,Loss of a Loved One,lost coworker retired,1,Situation
5,Loss of a Loved One,lost dating relationship,1,Situation
5,Loss of a Loved One,lost distant relative,1,Situation
5,Loss of a Loved One,lost dog,1,Situation
5,Loss of a Loved One,lost dog leash,1,Situation
5,Loss of a Loved One,lost elderly aunt,1,Situation
5,Loss of a Loved One,lost estranged father,1,Situation
5,Loss of a Loved One,lost false friends,1,Situation
5,Loss of a Loved One,lost family,1,Situation
5,Loss of a Loved One,lost family dog (grandma's dog),1,Situation
5,Loss of a Loved One,lost family ties,1,Situation
5,Loss of a Loved One,lost father,1,Situation
5,Loss of a Loved One,lost father figure,1,Situation
5,Loss of a Loved One,lost father in-law,1,Situation
5,Loss of a Loved One,lost father suddenly,1,Situation
5,Loss of a Loved One,lost father-in-law,1,Situation
5,Loss of a Loved One,lost father-in-law suddenly,1,Situation
5,Loss of a Loved One,lost foster pet,1,Situation
5,Loss of a Loved One,lost friend alex,1,Situation
5,Loss of a Loved One,lost friend cancer,1,Situation
5,Loss of a Loved One,lost friend contact,1,Situation
5,Loss of a Loved One,lost friend dog,1,Situation
5,Loss of a Loved One,lost friend due,1,Situation
5,Loss of a Loved One,lost friends abroad,1,Situation
5,Loss of a Loved One,lost friends politically,1,Situation
5,Loss of a Loved One,lost friends suddenly,1,Situation
5,Loss of a Loved One,lost gaming partner,1,Situation
